"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"6306788","09007332310000225002000000U1","ACEROMAQ","ACEROMAQ","332310","Fabricación de estructuras metálicas","251 y más personas","CERRADA","TERCERA CERRADA DE EMILIO CARRANZA","CALLE","EMILIO CARRANZA","AVENIDA","EMILIO CARRANZA","CALLE","TULTEPEC","29",,,,,,"COLONIA","SAN ANDRÉS TETEPILCO",,,,"9440","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0498","004","5585580744","ACEROMAQ.SONIA@GMAIL.COM","WWW.ACEROMAQ.COM.MX","Fijo","19.37036839","-99.13439205","2024-05"
"6257164","09005332610000216000002722M7","ACEROS CAMESA","ACEROS CAMESA","332610","Fabricación de alambre, productos de alambre y resortes","101 a 250 personas","CALLE","MARGARITA MAZA DE JUÁREZ","EJE VIAL","CENTRAL (LÁZARO CÁRDENAS)","AVENIDA","CENTRAL","CALLE","JÚPITER","159",,,,,,"COLONIA","NUEVA INDUSTRIAL VALLEJO",,,,"7700","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","0525","001",,"ANTONIOMOTA@WIRECO.COM","WWW.CAMESAWIRE.COM","Fijo","19.50888322","-99.15080244","2010-07"
"825751","09007332110000133000000000U1","ACEROS COMERCIALES ROSALES SA DE CV",,"332110","Fabricación de productos metálicos forjados y troquelados","11 a 30 personas","CALLE","PLAN DE AYALA","CALLE","FILOMENO MATA","CALLE","PLAN DE SAN LUIS","AVENIDA","20 DE NOVIEMBRE","20",,,,,,"COLONIA","SANTA MARÍA AZTAHUACAN",,,,"09570","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","1513","006","5556937370",,"ACEROSROSALES.COM.MX","Fijo","19.353298","-99.03278046","2010-07"
"963709","09014332999000073002000000U1","ACEROS JOGAR","ACEROS JOGAR","332999","Fabricación de otros productos metálicos","11 a 30 personas","CALLE","CANARIAS","CALLE","ELEUTERIO MENDEZ","CALLE","SANTA CRUZ","CALLE","FILIPINAS","57",,,,,,"COLONIA","SAN SIMÓN TICUMAC",,,,"03660","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","0647","032",,,,"Fijo","19.37371246","-99.1461013","2010-07"
"8646598","09005332320005281000000000U2","ACEROS PERFILES",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","MORELOS","CALLE","PUEBLA","CALLE","QUERETARO","CALLE","JALISCO","3","MZ 19 LT3",,,,,"COLONIA","CHALMA DE GUADALUPE",,,,"07210","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","0135","027",,,,"Fijo","19.54941578","-99.15075762","2019-11"
"820569","09007332310000143002000000U6","ACEROS Y ESTRUCTURAS IZTAPALAPA","ACEROS Y ESTRUCTURAS IZTAPALAPA","332310","Fabricación de estructuras metálicas","6 a 10 personas","CALLE","JOSE MARIA JOARISTI","CALLE","LUIS BOHADO","CERRADA","MARIA JOARISTI","AVENIDA","SAN LORENZO",,"SN",,,,,"COLONIA","PARAJE SAN JUAN",,,,"09830","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","159A","026",,,,"Fijo","19.34471215","-99.07524783","2010-07"
"6314517","09010332720000021001000000U8","ACERTRAMEX","ACERTRAMEX","332720","Fabricación de tornillos, tuercas, remaches y similares","11 a 30 personas","AVENIDA","ALTA TENSION","AVENIDA","AVENIDA DEL ROSAL","CERRADA","ROSA CHICA","CERRADA","SANTA LUCIA","98",,,,"0","4 Y 11","COLONIA","OLIVAR DEL CONDE PRIMERA SECCIÓN",,,,"01470","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","2131","025",,"VRODRIGUEZ@ACERTRAMEX.COM",,"Fijo","19.37167498","-99.20389347","2010-07"
"9989161","09011332320003861000000000U1","ADAPTA LUM","ISMAL VALENCIA","332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","CALZADA REFORMA AGRARIA","AVENIDA","CALZADA CUITLAHUAC","CALLE","6 DE AGOSTO","CALLE","SEGUNDA CERRADA CUITLAHUAC",,"SN",,,,,"BARRIO","LA ASUNCION",,,,"13000","09","CIUDAD DE MÉXICO","011","Tláhuac","0001","Tláhuac                                                                                                       ","0448","004",,,,"Fijo","19.27583565","-99.00279203","2024-11"
"10890517","09013332320003861000000000U7","ADAPTALUM","ISMAEL RAMIREZ","332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","CHAPULTEPEC","AVENIDA","MEXICO-PONIENTE","CERRADA","PRIMERA CHAPULTEPEC","AVENIDA","CHAPULTEPEC",,"SN",,,,,"PUEBLO","SAN GREGORIO ATLAPULCO",,,,"16600","09","CIUDAD DE MÉXICO","013","Xochimilco","0001","Xochimilco                                                                                                    ","0353","031","5515120609",,,"Fijo","19.25560636","-99.06430279","2024-11"
"1005250","09012332320002101000000000U1","ADI-CONSTRUCCIONES",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","OTOMIES","CALLE","YAQUIS","CALLE","ZAPOTECAS","CALLE","YAQUIS","76",,,,,,"COLONIA","PEDREGAL DE LAS ÁGUILAS",,,,"14439","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","1119","010",,,,"Fijo","19.272355","-99.1733931","2010-07"
"11308436","09007332910000063000000000U3","AELENEVA MEXICO","AELENEVA MEXICO ","332910","Fabricación de válvulas metálicas","11 a 30 personas","CALLE","SUR 23","CALLE","12","AVENIDA","TELECOMUNICACIONES","CALLE","LA PURISIMA","293",,,,,,"COLONIA","LEYES DE REFORMA PRIMERA SECCIÓN",,,,"09310","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0572","013",,,,"Fijo","19.36520344","-99.06941094","2024-11"
"744230","09007332810000203002000000U7","AEMSA",,"332810","Recubrimientos y terminados metálicos","11 a 30 personas","CALLE","10 DE ABRIL DE 1859","CALLE","BATALLA DE T BLANCAS","CALLE","BATALLA DE SILAO","CALLE","26 DE ENERO DE 1857","737","B",,,,,"COLONIA","LEYES DE REFORMA TERCERA SECCIÓN",,,,"09310","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0407","016",,"AEMSAINFO@PRODIGY.NET.MX",,"Fijo","19.37535418","-99.07654301","2010-07"
"12283597","09004332710000073000000000U3","AFIRO ACEROS","CBST DE MEXICO","332710","Maquinado de piezas metálicas para maquinaria y equipo en general","11 a 30 personas","AVENIDA","MEXICO","CALLE","LICENCIADO CASTILLO LEDON","PRIVADA","MEXICO","PROLONGACION","HIDALGO","135",,,,,,"COLONIA","SAN PEDRO",,,,"05000","09","CIUDAD DE MÉXICO","004","Cuajimalpa de Morelos","0001","Cuajimalpa de Morelos                                                                                         ","0299","001",,,,"Fijo","19.36207016","-99.29950431","2026-04"
"11377997","09006339111000142000000000U5","AGITACION INDUSTRIAL MEXICANA AGIMEX",,"332710","Maquinado de piezas metálicas para maquinaria y equipo en general","11 a 30 personas","CALLE","ORIENTE 245 A","CALLE","SUR 26","CALLE","SUR 24","CALLE","ORIENTE 245","163",,,,,,"COLONIA","AGRÍCOLA ORIENTAL",,,,"08500","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco                                                                                                     ","0522","008",,"CONTROL.AGIMEX@GMAIL.COM",,"Fijo","19.38749861","-99.07194122","2024-11"
"9010051","09007332320012731001000000U3","AL FIN EN MEXICO ALUMINIO Y CRISTAL","GABINETE DE APOYO AL CONSTRUCTOR","332320","Fabricación de productos de herrería","6 a 10 personas","CALLE","ATANASIO G SARABIA","CALLE","SUR 109A","CALLE","SUR 111","CALLE","JORGE ENCISO","348","B",,,,,"COLONIA","HÉROES DE CHURUBUSCO",,,,"09090","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0943","012",,"AFIN_13@HOTMAIL.COM","WWW.SOLARIUMS.COM.MX","Fijo","19.36115195","-99.11655841","2019-11"
"651592","09007332610000202001000000U3","ALAMBRADOS Y CARRETILLAS",,"332610","Fabricación de alambre, productos de alambre y resortes","0 a 5 personas","CALLE","ALBERT","CALLE","RETOÑO","PRIVADA","NINGUNO","CERRADA","RETOÑO","244",,,,,,"COLONIA","EL RETOÑO",,,,"09440","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0515","021",,"CARRETILLASYALAMABRADOS@GMAIL.COM",,"Fijo","19.36853971","-99.1259403","2010-07"
"10936869","09010332310000151000000000U3","ALAMBRADOS Y ESTRUCTURAS LA JOYA",,"332310","Fabricación de estructuras metálicas","0 a 5 personas","AVENIDA","CHICAGO","CALLE","SULTEPEC","CALLE","ANDADOR D","CALLE","AVENIDA CHICAGO","1","MZ 4 LOTE 1",,,,,"COLONIA","LA JOYA",,,,"01280","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","1523","037","5655633010",,,"Fijo","19.38382937","-99.21244938","2024-11"
"956633","09014332320000261000000000U1","ALAMBRADOS Y HERRERIA AMEZCUA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","ENRIQUE REBSAMEN","VIADUCTO","PRESIDENTE MIGUEL ALEMAN","CALZADA","OBRERO MUNDIAL","CALLE","PROL. TONALA","11",,,,,,"COLONIA","PIEDAD NARVARTE",,,,"03000","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","0011","001",,,,"Fijo","19.40291585","-99.15849847","2010-07"
"642595","09002332610000123001000000U2","ALAMBRES PARA FORJA","ALAMBRES PARA FORJA","332610","Fabricación de alambre, productos de alambre y resortes","6 a 10 personas","CALLE","CENTLAPAL","CALLE","PUENTE DE GUERRA","PRIVADA","CUARTA CENTLAPAL","CALLE","CENTLAPAL","146",,,,,,"COLONIA","SAN MARTÍN XOCHINAHUAC",,,,"02120","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco                                                                                                  ","0186","031","5613286240","AFOSAWEB@ALAMBRESPARAFORJA.COM","WWW.ALAMPRESPARAFORJA.COM","Fijo","19.49861955","-99.19814327","2010-07"
"824743","09007332810000182002000000U3","ALBERQUIMIA",,"332810","Recubrimientos y terminados metálicos","11 a 30 personas","CALLE","EMILIO MADERO LUCIO BLANCO","CALLE","JOAQUIN TLAUSELL","CALLE","MARCOS N. MENDEZ","CALLE","CAYETANO ANDRADE",,"SN",,,,,"COLONIA","SANTA MARTHA ACATITLA SUR",,,,"09530","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0784","006",,,"WWW.ALBERQUIMIAMEXICO.COM","Fijo","19.36937619","-99.0163307","2010-07"
"874752","09015811493000261020000000U3","ALCOSS SOLDADURAS",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","2 SUR MANUEL JOSE OTHON","CALLE","SIMON BOLIVAR","CALLE","ISABEL LA CATOLICA","CALLE","ANTONIO GARCIA CUBAS","310",,,,,,"COLONIA","OBRERA",,,,"06800","09","CIUDAD DE MÉXICO","015","Cuauhtémoc","0001","Cuauhtémoc                                                                                                    ","1144","013",,,,"Fijo","19.41486434","-99.14078743","2010-07"
"6313313","09007332910000036000000000U9","ALFA MX","PRODUCTORA METALICA","332910","Fabricación de válvulas metálicas","101 a 250 personas","CALLE","MÉXICO HUALQUILA","CALLE","HUALQUILA","CALLE","NINGUNO","CALLE","5 DE MAYO","207",,,,,,"COLONIA","SANTA BÁRBARA",,,,"9070","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","0731","007",,"CONTA@PRODUCTORAMETALICA.COM.MX","WWW.ALFA.COM","Fijo","19.36886702","-99.10255053","2010-07"
"7254297","09014331310000011000000000U2","ALFAS ALUMINIO Y CRISTAL",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","SAGREDO","CALLE","SALOME PIÑA","CALLE","MATEO HERRERA","CALLE","JULIO RUELAS","85","B",,,,,"COLONIA","SAN JOSÉ INSURGENTES",,,,"03900","09","CIUDAD DE MÉXICO","014","Benito Juárez","0001","Benito Juárez                                                                                                 ","090A","015",,,,"Fijo","19.3675756","-99.18755588","2019-11"
"6504842","09005332320003684012000000U9","ALIRTEC","ALIRTEC","332310","Fabricación de estructuras metálicas","11 a 30 personas","CALLE","GENERAL FRANCISCO COSS","CALLE","GENERAL PEDRO MARÍA ANAYA","PRIVADA","GENERAL CARLOS SALAZAR","OTRO(ESPECIFIQUE)","BARDA","50",,,,,,"COLONIA","MARTÍN CARRERA",,,,"7070","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","128A","024",,"LOGOFER15@GMAIL.COM","WWW.ALIRTEC.COM","Fijo","19.48491449","-99.10836888","2016-01"
"8714903","09012332320004171000000000U2","ALUBICK ALUMINIO CRISTALES",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","MEXICO","CALLE","REFORMA","PRIVADA","NINGUNO","AVENIDA","MEXICO","28",,,,,,"PUEBLO","SAN MIGUEL XICALCO",,,,"14490","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","1212","011","5572832890",,,"Fijo","19.23476324","-99.16511167","2019-11"
"9942967","09012332320004741000000000U2","ALUCRISTEAM",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","TIZIMIN","CALLE","KANTUNIL","CALLE","CHUBURNA","CALLE","HALACHO",,"SN",,,"19","10","COLONIA","PEDREGAL DE SAN NICOLÁS SEGUNDA SECCIÓN",,,,"14100","09","CIUDAD DE MÉXICO","012","Tlalpan","0001","Tlalpan                                                                                                       ","0604","018",,,,"Fijo","19.28798305","-99.23676199","2024-11"
"9092632","09002332320001951000000000U1","ALUDEC","MARTINGARCIATORRES","332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","DEMOCRACIAS","CALLE","SANTA LUCIA","CERRADA","SUFRAGIO EFECTIVO","PRIVADA","FRESNO","56",,,,,,"COLONIA","SAN MIGUEL AMANTLA",,,,"02750","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco                                                                                                  ","1042","015",,,,"Fijo","19.47341167","-99.20489665","2019-11"
"11101143","09003332320002991000000000U4","ALUGLAS MORO FABRICACION DE CANCELES",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","AVENIDA LAS TORRES","CALZADA","CALZADA DE TLALPAN","CALLE","CERRO DEL FORTIN","CALLE","SAN ANTONIO","11","A",,,,,"COLONIA","CAMPESTRE CHURUBUSCO",,,,"04200","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán                                                                                                      ","0319","019","5565594744",,,"Fijo","19.34050753","-99.1429604","2024-11"
"11553400","09010332320002781000000000U4","ALUMINIO","VICTOR RAMIREZ","332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","SAN MARCOS","CALLE","SANTA RITA DE CASIA","CALLE","SANTA CLARA","CALLE","RIO SANTO DOMINGO",,"SN",,,,,"COLONIA","MOLINO DE SANTO DOMINGO",,,,"01130","09","CIUDAD DE MÉXICO","010","Álvaro Obregón","0001","Álvaro Obregón                                                                                                ","0084","008",,,,"Semifijo","19.39368403","-99.20941749","2024-11"
"1022023","09003332320001951000000000U9","ALUMINIO",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","10 SUR AVENIDA PEDRO ENRIQUEZ UREÑA","CERRADA","TLALJICO","CERRADA","TEXALPA","EJE VIAL","10 SUR (AVENIDA PEDRO ENRIQUEZ UREÑA)",,"SN",,,,,"COLONIA","PEDREGAL DE SANTO DOMINGO",,,,"04369","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán                                                                                                      ","0431","013",,,,"Fijo","19.33592554","-99.16950642","2010-07"
"8671828","09007332320012101000000000U9","ALUMINIO ABI",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","VICENTE GUERRERO","CALLE","GOBERNACION","CALLE","JACOBO WATT","AVENIDA","TLAHUAC",,"SN",,,,,"COLONIA","SAN ANTONIO CULHUACAN",,,,"09800","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","1833","016","5534529318","ABY_REY7@HOTMAIL.COM",,"Fijo","19.33430333","-99.10786193","2019-11"
"11592978","09002332320002101000000000U2","ALUMINIO ALMANZA",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","XILANCAS","CALLE","CHALCAS","CALLE","OPATAS","CALLE","MIGUEL LERDO DE TEJADA",,"SN",,,,,"COLONIA","TEZOZOMOC",,,,"02459","09","CIUDAD DE MÉXICO","002","Azcapotzalco","0001","Azcapotzalco                                                                                                  ","0275","038",,,,"Fijo","19.48701186","-99.19772291","2024-11"
"8999987","09007332320010431000000000U2","ALUMINIO ALVEN",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","PLAZA LORETO","EJE VIAL","3 SUR (FERROCARRIL DE RIO FRIO)","AVENIDA","PLAZA MAYOR","CIRCUITO","PLAZA BUENAVISTA","8",,,,,,"COLONIA","DOCTOR ALFONSO ORTIZ TIRADO",,,,"09020","09","CIUDAD DE MÉXICO","007","Iztapalapa","0001","Iztapalapa                                                                                                    ","2390","016","5528434994",,,"Fijo","19.38864251","-99.07675422","2019-11"
"11732748","09003332320003011000000000U0","ALUMINIO ANGELES",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","TECACALO","CALLE","Huitzilopóchtli","CALLE","Calmécac","CALLE","Quauhnicol","150",,,,,,"COLONIA","ADOLFO RUIZ CORTINES",,,,"04630","09","CIUDAD DE MÉXICO","003","Coyoacán","0001","Coyoacán                                                                                                      ","0840","031","5574569715",,,"Fijo","19.31997002","-99.14704214","2025-04"
"808762","09006332320001471000000000U1","ALUMINIO ARQUITECTO MANRIQUE",,"332320","Fabricación de productos de herrería","0 a 5 personas","AVENIDA","NORTE","CERRADA","SANTA LUCIA","CALLE","6","AVENIDA","XOCHIMILCO","318","A",,,,,"COLONIA","AGRÍCOLA PANTITLAN",,,,"08100","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco                                                                                                     ","0096","003",,"ALUMAN_68@YAHOO.COM.MX",,"Fijo","19.40972334","-99.05966753","2010-07"
"8277529","09005332320005451000000000U1","ALUMINIO ARQUITECTONICO SIN NOMBRE",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","ANTIGUA VERACRUZ","CALLE","SIERRA HERMOSA","AVENIDA","TEPATITLAN","CALLE","HUALAHUISES","1",,,,,,"COLONIA","SAN FELIPE DE JESÚS",,,,"07510","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","3159","027",,,,"Fijo","19.4947174","-99.06713672","2019-11"
"634062","09005332212000031000000000U5","ALUMINIO ASTRO",,"332212","Fabricación de utensilios de cocina metálicos","0 a 5 personas","CALLE","LICENCIADO ADOLFO LOPEZ MATEOS","CALLE","FRANCISCO I. MADERO","CALLE","CAMINO NACIONAL","CALLE","CANAL","4","MZA17",,,,,"COLONIA","LOMA LA PALMA",,,,"07160","09","CIUDAD DE MÉXICO","005","Gustavo A. Madero","0001","Gustavo A. Madero                                                                                             ","0084","031",,,,"Fijo","19.55552348","-99.13920083","2010-07"
"8522851","09017332320002131000000000U7","ALUMINIO EL JOCAR",,"332320","Fabricación de productos de herrería","0 a 5 personas","CALLE","13","AVENIDA","4","CALZADA","GENERAL IGNACIO ZARAGOZA","CALLE","11","19",,,,,,"COLONIA","VALENTÍN GÓMEZ FARÍAS",,,,"15010","09","CIUDAD DE MÉXICO","017","Venustiano Carranza","0001","Venustiano Carranza                                                                                           ","1172","024",,"LCASTELLANOS80@GMAIL.COM",,"Fijo","19.41730636","-99.09425887","2019-11"
"803078","09006332320000351000000000U6","ALUMINIO ESCORPION",,"332320","Fabricación de productos de herrería","0 a 5 personas","EJE VIAL","5 ORIENTE JAVIER ROJO GOMEZ","CALLE","SUR 20","CALLE","SUR 24","CALLE","ORIENTE 239-C","475",,,,,,"COLONIA","AGRÍCOLA ORIENTAL",,,,"08500","09","CIUDAD DE MÉXICO","006","Iztacalco","0001","Iztacalco                                                                                                     ","0518","008","5551725355",,,"Fijo","19.38946992","-99.0745605","2010-07"
